Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;VelP;VelI;AngP;AngI;RotationFF
255;0.4963;0.5000;-0.2414;-0.0000;64;67;0.0170;0.1990;0.0114;-0.0009;-0.0024
256;0.5037;0.5000;-0.2069;-0.0000;56;60;-0.0280;0.1987;0.0096;-0.0006;-0.0024
257;0.5000;0.5000;-0.1034;-0.0000;62;62;-0.0064;0.1987;0.0035;-0.0006;-0.0024
258;0.5037;0.5000;-0.0690;-0.0000;56;56;-0.0295;0.1983;0.0018;-0.0006;-0.0024
259;0.5000;0.5000;-0.0690;-0.0000;60;60;-0.0152;0.1979;0.0028;-0.0006;-0.0024
260;0.5000;0.5000;-0.0690;-0.0000;58;60;-0.0181;0.1979;0.0026;-0.0006;-0.0024
261;0.5037;0.5000;-0.0345;-0.0000;58;58;-0.0207;0.1976;0.0009;-0.0006;-0.0024
262;0.5074;0.5000;-0.0690;-0.0000;54;54;-0.0427;0.1972;0.0023;-0.0006;-0.0024
263;0.5074;0.5000;-0.0000;-0.0000;54;54;-0.0427;0.1965;-0.0006;-0.0006;-0.0024
264;0.5111;0.5000;0.0690;-0.0000;50;48;-0.0621;0.1958;-0.0045;-0.0006;-0.0024
265;0.5074;0.5000;0.1379;-0.0000;56;52;-0.0401;0.1954;-0.0070;-0.0006;-0.0024
266;0.5037;0.5000;0.1724;-0.0000;56;52;-0.0368;0.1950;-0.0087;-0.0006;-0.0024
267;0.5000;0.5000;0.1379;-0.0000;64;60;-0.0020;0.1950;-0.0072;-0.0009;-0.0024
268;0.5000;0.5000;0.1034;-0.0000;62;60;-0.0060;0.1947;-0.0052;-0.0009;-0.0024
269;0.5000;0.5000;0.1034;-0.0000;62;58;-0.0097;0.1947;-0.0062;-0.0009;-0.0024
270;0.4963;0.5000;0.1034;-0.0000;64;62;0.0064;0.1947;-0.0055;-0.0009;-0.0024
271;0.4963;0.5000;0.0690;-0.0000;64;62;0.0031;0.1947;-0.0035;-0.0009;-0.0024
272;0.4963;0.5000;0.1034;-0.0000;65;64;0.0185;0.1950;-0.0052;-0.0011;-0.0024
273;0.4926;0.5000;0.1379;-0.0000;69;65;0.0302;0.1954;-0.0074;-0.0011;-0.0024
274;0.4889;0.5000;0.1379;-0.0000;71;69;0.0423;0.1958;-0.0074;-0.0011;-0.0024
275;0.4963;0.5000;0.2069;-0.0000;67;62;0.0145;0.1961;-0.0114;-0.0013;-0.0024
276;0.4963;0.5000;0.2414;-0.0000;67;62;0.0097;0.1961;-0.0128;-0.0013;-0.0024
277;0.4963;0.5000;0.2759;-0.0000;67;60;0.0049;0.1961;-0.0150;-0.0016;-0.0024
278;0.4963;0.5000;0.1724;-0.0000;67;64;0.0181;0.1965;-0.0087;-0.0016;-0.0024
279;0.5000;0.5000;-0.0345;-0.0000;62;60;-0.0075;0.1965;0.0001;-0.0016;-0.0024
280;0.5000;0.5000;-0.1724;-0.0000;60;62;-0.0075;0.1965;0.0070;-0.0016;-0.0024
281;0.5000;0.5000;-0.2069;-0.0000;58;60;-0.0145;0.1961;0.0089;-0.0013;-0.0024
282;0.5000;0.5000;-0.1724;-0.0000;58;60;-0.0170;0.1961;0.0082;-0.0013;-0.0024
283;0.5037;0.5000;-0.1724;-0.0000;56;60;-0.0200;0.1958;0.0082;-0.0013;-0.0024
284;0.5037;0.5000;-0.1724;-0.0000;56;58;-0.0222;0.1954;0.0067;-0.0011;-0.0024
285;0.5074;0.5000;-0.1379;-0.0000;54;54;-0.0394;0.1950;0.0060;-0.0011;-0.0024
286;0.5037;0.5000;-0.1379;-0.0000;56;58;-0.0203;0.1947;0.0052;-0.0011;-0.0024
287;0.5000;0.5000;-0.1724;-0.0000;58;62;-0.0071;0.1947;0.0065;-0.0011;-0.0024
288;0.4963;0.5000;-0.1034;-0.0000;64;64;0.0090;0.1947;0.0033;-0.0011;-0.0024
289;0.4963;0.5000;-0.0345;-0.0000;62;64;0.0038;0.1947;0.0001;-0.0011;-0.0024
290;0.4963;0.5000;0.0345;-0.0000;62;62;0.0005;0.1947;-0.0021;-0.0011;-0.0024
291;0.5037;0.5000;0.1379;-0.0000;58;56;-0.0236;0.1947;-0.0074;-0.0011;-0.0024
292;0.5074;0.5000;0.1034;-0.0000;54;52;-0.0467;0.1939;-0.0065;-0.0011;-0.0024
293;0.5111;0.5000;0.1034;-0.0000;50;46;-0.0657;0.1932;-0.0062;-0.0011;-0.0024
294;0.5037;0.5000;0.0345;-0.0000;56;56;-0.0244;0.1928;-0.0031;-0.0013;-0.0024
295;0.5000;0.5000;-0.0000;-0.0000;60;60;-0.0068;0.1928;-0.0009;-0.0013;-0.0024
296;0.5000;0.5000;0.0345;-0.0000;60;58;-0.0104;0.1928;-0.0026;-0.0013;-0.0024
297;0.4963;0.5000;0.1034;-0.0000;64;62;0.0057;0.1928;-0.0060;-0.0013;-0.0024
298;0.4963;0.5000;0.1034;-0.0000;62;60;0.0009;0.1928;-0.0050;-0.0013;-0.0024
299;0.5000;0.5000;0.0345;-0.0000;62;60;-0.0035;0.1928;-0.0033;-0.0013;-0.0024
300;0.5000;0.5000;0.0345;-0.0000;60;60;-0.0075;0.1928;-0.0028;-0.0013;-0.0024
301;0.5000;0.5000;-0.0000;-0.0000;60;58;-0.0108;0.1925;-0.0004;-0.0013;-0.0024
302;0.5037;0.5000;-0.0690;-0.0000;54;54;-0.0335;0.1921;0.0023;-0.0013;-0.0024
303;0.5000;0.5000;-0.1379;-0.0000;58;60;-0.0152;0.1921;0.0050;-0.0013;-0.0024
304;0.4963;0.5000;-0.1724;-0.0000;60;64;0.0046;0.1921;0.0072;-0.0013;-0.0024
305;0.4926;0.5000;-0.1379;-0.0000;64;65;0.0200;0.1921;0.0065;-0.0013;-0.0024
306;0.4926;0.5000;-0.1034;-0.0000;65;67;0.0298;0.1925;0.0033;-0.0011;-0.0024
307;0.4926;0.5000;-0.0345;-0.0000;65;65;0.0225;0.1928;0.0001;-0.0011;-0.0024
308;0.5037;0.5000;0.0345;-0.0000;56;56;-0.0229;0.1925;-0.0018;-0.0011;-0.0024
309;0.5074;0.5000;0.0345;-0.0000;52;52;-0.0445;0.1921;-0.0023;-0.0013;-0.0024
310;0.5037;0.5000;0.1034;-0.0000;58;56;-0.0251;0.1917;-0.0060;-0.0013;-0.0024
311;0.5000;0.5000;0.1379;-0.0000;62;58;-0.0071;0.1917;-0.0077;-0.0013;-0.0024
312;0.4963;0.5000;0.2414;-0.0000;65;60;0.0090;0.1917;-0.0128;-0.0013;-0.0024
313;0.4926;0.5000;0.3103;-0.0000;69;62;0.0240;0.1921;-0.0160;-0.0016;-0.0024
314;0.4963;0.5000;0.2414;-0.0000;67;62;0.0167;0.1925;-0.0121;-0.0016;-0.0024
315;0.4963;0.5000;0.1724;-0.0000;65;62;0.0104;0.1925;-0.0099;-0.0018;-0.0024
316;0.4963;0.5000;0.1379;-0.0000;64;62;0.0049;0.1925;-0.0072;-0.0018;-0.0024
317;0.5037;0.5000;0.1034;-0.0000;58;58;-0.0189;0.1921;-0.0052;-0.0018;-0.0024
318;0.5000;0.5000;0.1379;-0.0000;58;56;-0.0185;0.1921;-0.0084;-0.0021;-0.0024
319;0.5037;0.5000;0.2069;-0.0000;58;56;-0.0207;0.1917;-0.0101;-0.0021;-0.0024
320;0.5000;0.5000;0.2069;-0.0000;62;58;-0.0064;0.1917;-0.0106;-0.0021;-0.0024
321;0.5000;0.5000;0.1724;-0.0000;60;58;-0.0101;0.1917;-0.0092;-0.0023;-0.0024
322;0.5000;0.5000;0.1379;-0.0000;60;58;-0.0137;0.1914;-0.0077;-0.0023;-0.0024
323;0.5000;0.5000;0.0690;-0.0000;58;58;-0.0163;0.1914;-0.0050;-0.0023;-0.0024
324;0.5074;0.5000;0.1379;-0.0000;54;52;-0.0379;0.1906;-0.0072;-0.0023;-0.0024
325;0.5074;0.5000;0.2069;-0.0000;54;52;-0.0390;0.1903;-0.0106;-0.0026;-0.0024
326;0.5074;0.5000;0.1724;-0.0000;54;52;-0.0390;0.1899;-0.0094;-0.0026;-0.0024
327;0.5111;0.5000;0.2069;-0.0000;50;46;-0.0584;0.1892;-0.0111;-0.0026;-0.0024
328;0.5074;0.5000;0.1379;-0.0000;54;52;-0.0379;0.1888;-0.0072;-0.0028;-0.0024
329;0.5037;0.5000;0.1724;-0.0000;58;56;-0.0189;0.1884;-0.0092;-0.0028;-0.0024
330;0.4963;0.5000;0.2069;-0.0000;65;62;0.0178;0.1888;-0.0111;-0.0028;-0.0024
331;0.4963;0.5000;0.1724;-0.0000;64;62;0.0119;0.1888;-0.0094;-0.0031;-0.0024
332;0.5000;0.5000;0.2069;-0.0000;60;56;-0.0108;0.1888;-0.0116;-0.0031;-0.0024
333;0.5037;0.5000;0.2759;-0.0000;56;52;-0.0328;0.1884;-0.0136;-0.0033;-0.0024
334;0.5111;0.5000;0.2414;-0.0000;52;46;-0.0562;0.1877;-0.0131;-0.0033;-0.0024
335;0.5074;0.5000;0.3103;-0.0000;52;46;-0.0551;0.1870;-0.0157;-0.0035;-0.0024
336;0.5037;0.5000;0.2759;-0.0000;56;50;-0.0346;0.1866;-0.0136;-0.0035;-0.0024
337;0.5000;0.5000;0.3103;-0.0000;60;54;-0.0156;0.1862;-0.0155;-0.0038;-0.0024
338;0.4926;0.5000;0.2759;-0.0000;67;62;0.0207;0.1866;-0.0148;-0.0038;-0.0024
339;0.4926;0.5000;0.2069;-0.0000;69;64;0.0335;0.1870;-0.0104;-0.0040;-0.0024
340;0.4926;0.5000;0.1379;-0.0000;67;64;0.0262;0.1873;-0.0082;-0.0040;-0.0024
341;0.4889;0.5000;0.0690;-0.0000;69;67;0.0412;0.1877;-0.0050;-0.0040;-0.0024
342;0.4926;0.5000;0.0345;-0.0000;69;67;0.0412;0.1884;-0.0031;-0.0040;-0.0024
343;0.4926;0.5037;-0.0000;-0.0000;69;69;0.0430;0.1888;-0.0004;-0.0040;-0.0024
344;0.5000;0.5037;-0.0690;-0.0000;65;67;0.0273;0.1892;0.0031;-0.0040;-0.0024
345;0.5074;0.5074;-0.0345;-0.0000;60;60;-0.0057;0.1892;-0.0001;-0.0040;-0.0024
346;0.5148;0.5074;-0.1379;-0.0000;54;56;-0.0317;0.1888;0.0060;-0.0040;-0.0024
347;0.5111;0.5111;-0.2069;-0.0000;60;64;0.0020;0.1888;0.0089;-0.0038;-0.0024
348;0.5074;0.5111;-0.1724;-0.0000;65;69;0.0306;0.1892;0.0077;-0.0038;-0.0024
349;0.5074;0.5148;-0.1379;-0.0000;67;71;0.0401;0.1895;0.0062;-0.0038;-0.0024
350;0.5111;0.5148;0.1034;-0.0000;69;65;0.0302;0.1899;-0.0062;-0.0038;-0.0024
351;0.5148;0.5185;0.3103;-0.0000;69;64;0.0225;0.1903;-0.0150;-0.0040;-0.0024
352;0.5185;0.5185;0.2414;-0.0000;67;62;0.0159;0.1906;-0.0126;-0.0040;-0.0024
353;0.5222;0.5222;0.3103;-0.0000;64;56;-0.0075;0.1903;-0.0155;-0.0043;-0.0024
354;0.5222;0.5259;0.3448;-0.0000;67;60;0.0101;0.1906;-0.0167;-0.0043;-0.0024
355;0.5222;0.5259;0.1724;-0.0000;67;62;0.0108;0.1906;-0.0089;-0.0045;-0.0024
356;0.5222;0.5296;0.1724;-0.0000;69;65;0.0269;0.1910;-0.0084;-0.0045;-0.0024
357;0.5259;0.5296;-0.0000;-0.0000;69;65;0.0255;0.1914;-0.0013;-0.0045;-0.0024
358;0.5259;0.5333;-0.0000;-0.0000;69;67;0.0255;0.1917;-0.0004;-0.0045;-0.0024
359;0.5296;0.5333;-0.0000;-0.0000;69;67;0.0255;0.1917;-0.0001;-0.0045;-0.0024
360;0.5296;0.5370;-0.0345;-0.0000;69;67;0.0302;0.1921;-0.0001;-0.0045;-0.0024
361;0.5370;0.5370;-0.0000;-0.0000;67;64;0.0119;0.1925;-0.0009;-0.0045;-0.0024
362;0.5333;0.5407;0.1034;-0.0000;71;67;0.0342;0.1928;-0.0050;-0.0045;-0.0024
363;0.5370;0.5407;0.0690;-0.0000;69;65;0.0185;0.1932;-0.0050;-0.0045;-0.0024
364;0.5444;0.5444;0.1034;-0.0000;65;62;0.0053;0.1932;-0.0050;-0.0048;-0.0024
365;0.5407;0.5444;0.1034;-0.0000;73;67;0.0335;0.1936;-0.0067;-0.0048;-0.0024
366;0.5481;0.5481;0.1724;-0.0000;67;62;0.0020;0.1936;-0.0092;-0.0048;-0.0024
367;0.5444;0.5519;0.2069;-0.0000;73;67;0.0317;0.1939;-0.0106;-0.0048;-0.0024
368;0.5444;0.5519;0.0690;-0.0000;73;69;0.0408;0.1943;-0.0045;-0.0050;-0.0024
369;0.5481;0.5556;-0.0690;-0.0000;71;71;0.0353;0.1947;0.0026;-0.0048;-0.0024
370;0.5519;0.5556;-0.0000;-0.0000;69;67;0.0225;0.1950;-0.0001;-0.0048;-0.0024
371;0.5556;0.5593;-0.0690;-0.0000;67;65;0.0145;0.1954;0.0016;-0.0048;-0.0024
372;0.5556;0.5593;-0.0345;-0.0000;71;69;0.0295;0.1958;0.0004;-0.0048;-0.0024
373;0.5556;0.5630;0.0345;-0.0000;71;67;0.0240;0.1958;-0.0021;-0.0048;-0.0024
374;0.5593;0.5630;0.0345;-0.0000;71;67;0.0225;0.1961;-0.0026;-0.0050;-0.0024
375;0.5630;0.5667;0.0690;-0.0000;71;67;0.0211;0.1965;-0.0045;-0.0050;-0.0024
376;0.5593;0.5667;0.1034;-0.0000;75;69;0.0357;0.1969;-0.0057;-0.0050;-0.0024
377;0.5630;0.5704;0.0345;-0.0000;75;69;0.0339;0.1972;-0.0033;-0.0050;-0.0024
378;0.5667;0.5704;0.0690;-0.0000;75;69;0.0335;0.1976;-0.0035;-0.0050;-0.0024
379;0.5741;0.5741;0.0345;-0.0000;67;64;-0.0035;0.1976;-0.0028;-0.0050;-0.0024
380;0.5741;0.5778;-0.0345;-0.0000;67;65;0.0020;0.1976;0.0009;-0.0050;-0.0024
381;0.5778;0.5778;-0.0690;-0.0000;67;65;0.0049;0.1976;0.0018;-0.0050;-0.0024
382;0.5778;0.5815;-0.1034;-0.0000;67;67;0.0112;0.1979;0.0045;-0.0050;-0.0024
383;0.5741;0.5815;-0.0690;-0.0000;75;73;0.0401;0.1983;0.0023;-0.0050;-0.0024
384;0.5741;0.5852;-0.0000;-0.0000;77;73;0.0423;0.1987;-0.0006;-0.0050;-0.0024
385;0.5778;0.5852;-0.1379;-0.0000;75;75;0.0463;0.1994;0.0055;-0.0050;-0.0024
386;0.5778;0.5889;-0.1379;-0.0000;77;77;0.0529;0.2001;0.0065;-0.0048;-0.0024
387;0.5815;0.5889;-0.1724;-0.0000;75;75;0.0394;0.2005;0.0079;-0.0048;-0.0024
388;0.5815;0.5926;-0.2759;-0.0000;75;79;0.0526;0.2012;0.0123;-0.0048;-0.0024
389;0.5926;0.5926;-0.2759;-0.0000;69;73;0.0163;0.2012;0.0131;-0.0045;-0.0024
390;0.5889;0.5963;-0.3103;-0.0000;71;75;0.0295;0.2016;0.0140;-0.0045;-0.0024
391;0.5889;0.5963;-0.4138;-0.0000;73;79;0.0419;0.2023;0.0182;-0.0043;-0.0024
392;0.5889;0.6000;-0.3448;-0.0000;75;81;0.0544;0.2027;0.0162;-0.0043;-0.0024
393;0.5926;0.6037;-0.3103;-0.0000;75;81;0.0500;0.2034;0.0133;-0.0040;-0.0024
394;0.5889;0.6037;-0.1379;-0.0000;85;87;0.0833;0.2045;0.0060;-0.0040;-0.0024
395;0.5889;0.6074;-0.1724;-0.0000;87;89;0.0925;0.2056;0.0077;-0.0040;-0.0024
396;0.5889;0.6074;-0.1379;-0.0000;91;91;0.1038;0.2067;0.0055;-0.0038;-0.0024
397;0.5926;0.6111;-0.1034;-0.0000;87;87;0.0819;0.2078;0.0033;-0.0038;-0.0024
398;0.5963;0.6111;-0.1379;-0.0000;85;85;0.0712;0.2086;0.0052;-0.0038;-0.0024
399;0.6000;0.6148;-0.1724;-0.0000;83;85;0.0676;0.2097;0.0067;-0.0038;-0.0024
400;0.6037;0.6148;-0.0690;-0.0000;85;83;0.0661;0.2104;0.0016;-0.0038;-0.0024
401;0.5963;0.6185;-0.1034;-0.0000;93;93;0.1046;0.2115;0.0043;-0.0038;-0.0024
402;0.6037;0.6185;-0.0690;-0.0000;89;89;0.0815;0.2126;0.0026;-0.0035;-0.0024
403;0.6074;0.6222;-0.0690;-0.0000;89;89;0.0819;0.2137;0.0021;-0.0035;-0.0024
404;0.6111;0.6259;-0.3448;-0.0000;83;87;0.0628;0.2144;0.0162;-0.0035;-0.0024
405;0.6111;0.6259;-0.2069;-0.0000;85;87;0.0665;0.2152;0.0092;-0.0033;-0.0024
406;0.6148;0.6296;-0.3448;-0.0000;83;91;0.0709;0.2159;0.0155;-0.0033;-0.0024
407;0.6222;0.6296;-0.4483;-0.0000;77;85;0.0419;0.2163;0.0209;-0.0031;-0.0024
408;0.6296;0.6333;-0.3103;-0.0000;73;77;0.0134;0.2166;0.0133;-0.0031;-0.0024
409;0.6333;0.6333;-0.2414;-0.0000;71;75;0.0002;0.2166;0.0111;-0.0028;-0.0024
410;0.6370;0.6370;-0.2759;-0.0000;69;73;-0.0042;0.2166;0.0121;-0.0028;-0.0024
411;0.6370;0.6370;-0.1034;-0.0000;75;75;0.0115;0.2166;0.0045;-0.0028;-0.0024
412;0.6407;0.6407;-0.1379;-0.0000;69;71;-0.0112;0.2166;0.0050;-0.0026;-0.0024
413;0.6444;0.6407;-0.0690;-0.0000;69;69;-0.0123;0.2163;0.0031;-0.0026;-0.0024
414;0.6407;0.6444;-0.1379;-0.0000;73;75;0.0082;0.2166;0.0060;-0.0026;-0.0024
415;0.6444;0.6444;-0.1724;-0.0000;73;75;0.0082;0.2166;0.0074;-0.0026;-0.0024
416;0.6407;0.6481;-0.1034;-0.0000;79;79;0.0291;0.2170;0.0043;-0.0026;-0.0024
417;0.6407;0.6519;-0.1379;-0.0000;81;83;0.0489;0.2177;0.0060;-0.0023;-0.0024
418;0.6481;0.6519;-0.1724;-0.0000;77;79;0.0266;0.2177;0.0074;-0.0023;-0.0024
419;0.6519;0.6556;-0.1034;-0.0000;75;75;0.0079;0.2181;0.0045;-0.0023;-0.0024
420;0.6519;0.6556;-0.1724;-0.0000;75;77;0.0119;0.2181;0.0072;-0.0023;-0.0024
421;0.6519;0.6593;-0.2069;-0.0000;79;83;0.0375;0.2185;0.0089;-0.0021;-0.0024
422;0.6519;0.6593;-0.2069;-0.0000;81;85;0.0427;0.2192;0.0082;-0.0021;-0.0024
423;0.6556;0.6630;-0.2414;-0.0000;77;81;0.0258;0.2196;0.0104;-0.0021;-0.0024
424;0.6630;0.6630;-0.1724;-0.0000;75;77;0.0126;0.2196;0.0082;-0.0018;-0.0024
425;0.6593;0.6667;-0.2069;-0.0000;81;85;0.0419;0.2199;0.0082;-0.0018;-0.0024
426;0.6630;0.6667;-0.2759;-0.0000;79;83;0.0291;0.2203;0.0116;-0.0018;-0.0024
427;0.6630;0.6704;-0.1379;-0.0000;81;83;0.0386;0.2210;0.0062;-0.0018;-0.0024
428;0.6667;0.6704;-0.1724;-0.0000;79;81;0.0284;0.2214;0.0072;-0.0016;-0.0024
429;0.6667;0.6741;-0.1724;-0.0000;81;85;0.0397;0.2218;0.0079;-0.0016;-0.0024
430;0.6741;0.6778;-0.1379;-0.0000;77;79;0.0141;0.2218;0.0055;-0.0016;-0.0024
431;0.6815;0.6778;-0.2069;-0.0000;71;75;-0.0112;0.2218;0.0089;-0.0013;-0.0024
432;0.6815;0.6815;-0.1379;-0.0000;71;73;-0.0123;0.2218;0.0065;-0.0013;-0.0024
433;0.6815;0.6815;-0.1724;-0.0000;75;77;0.0071;0.2218;0.0067;-0.0013;-0.0024
434;0.6815;0.6852;-0.1379;-0.0000;75;77;0.0068;0.2218;0.0050;-0.0013;-0.0024
435;0.6852;0.6852;-0.0000;-0.0000;77;77;0.0108;0.2218;-0.0001;-0.0013;-0.0024
436;0.6889;0.6889;-0.0345;-0.0000;73;73;-0.0079;0.2218;0.0006;-0.0013;-0.0024
437;0.6926;0.6889;-0.1379;-0.0000;73;75;-0.0090;0.2218;0.0048;-0.0013;-0.0024
438;0.6926;0.6926;-0.0000;-0.0000;75;75;-0.0038;0.2218;-0.0004;-0.0013;-0.0024
439;0.6926;0.6926;-0.1034;-0.0000;75;77;0.0013;0.2218;0.0040;-0.0011;-0.0024
440;0.6963;0.6963;-0.1034;-0.0000;77;79;0.0075;0.2218;0.0045;-0.0011;-0.0024
441;0.7000;0.6963;-0.0345;-0.0000;75;75;-0.0053;0.2218;0.0009;-0.0011;-0.0024
442;0.7037;0.7000;-0.0690;-0.0000;69;71;-0.0266;0.2214;0.0031;-0.0011;-0.0024
443;0.7037;0.7000;-0.0345;-0.0000;69;71;-0.0269;0.2210;0.0013;-0.0011;-0.0024
444;0.7037;0.7000;0.0690;-0.0000;71;71;-0.0214;0.2207;-0.0035;-0.0011;-0.0024
445;0.7037;0.7000;0.0345;-0.0000;71;69;-0.0240;0.2207;-0.0033;-0.0011;-0.0024
446;0.7074;0.7000;0.1034;-0.0000;67;65;-0.0460;0.2199;-0.0062;-0.0013;-0.0024
447;0.7111;0.7000;0.1724;-0.0000;64;62;-0.0621;0.2192;-0.0084;-0.0013;-0.0024
448;0.7111;0.7000;0.0690;-0.0000;64;64;-0.0580;0.2185;-0.0040;-0.0013;-0.0024
449;0.7074;0.7000;0.0345;-0.0000;65;64;-0.0500;0.2181;-0.0033;-0.0013;-0.0024
450;0.7111;0.7000;0.0345;-0.0000;62;62;-0.0668;0.2170;-0.0033;-0.0013;-0.0024
451;0.7111;0.7000;-0.0000;-0.0000;62;62;-0.0672;0.2163;-0.0016;-0.0013;-0.0024
452;0.7037;0.7000;0.1034;-0.0000;69;69;-0.0236;0.2159;-0.0052;-0.0013;-0.0024
453;0.7037;0.7000;0.0690;-0.0000;69;69;-0.0229;0.2159;-0.0045;-0.0016;-0.0024
454;0.6963;0.7000;0.2069;-0.0000;79;75;0.0167;0.2159;-0.0109;-0.0016;-0.0024
455;0.6963;0.7000;0.2759;-0.0000;79;75;0.0130;0.2163;-0.0150;-0.0018;-0.0024
456;0.7000;0.7000;0.1724;-0.0000;73;71;-0.0112;0.2159;-0.0099;-0.0018;-0.0024
457;0.7037;0.7000;0.1724;-0.0000;69;67;-0.0317;0.2155;-0.0092;-0.0018;-0.0024
458;0.7074;0.7000;0.1724;-0.0000;67;64;-0.0456;0.2152;-0.0087;-0.0018;-0.0024
459;0.7111;0.7000;0.1724;-0.0000;62;60;-0.0676;0.2144;-0.0099;-0.0021;-0.0024
460;0.7148;0.7000;0.2759;-0.0000;60;56;-0.0822;0.2133;-0.0140;-0.0021;-0.0024
461;0.7111;0.7000;0.3103;-0.0000;65;60;-0.0573;0.2126;-0.0157;-0.0023;-0.0024
462;0.7074;0.7000;0.3448;-0.0000;65;60;-0.0537;0.2119;-0.0167;-0.0026;-0.0024
463;0.7037;0.7000;0.3103;-0.0000;71;65;-0.0269;0.2115;-0.0157;-0.0026;-0.0024
464;0.7037;0.7000;0.3103;-0.0000;71;65;-0.0258;0.2115;-0.0153;-0.0028;-0.0024
465;0.7074;0.7000;0.3103;-0.0000;65;60;-0.0500;0.2108;-0.0150;-0.0028;-0.0024
466;0.7037;0.7000;0.3793;-0.0000;71;64;-0.0269;0.2104;-0.0194;-0.0031;-0.0024
467;0.7074;0.7000;0.3103;-0.0000;67;62;-0.0456;0.2100;-0.0165;-0.0031;-0.0024
468;0.7037;0.7000;0.2759;-0.0000;71;65;-0.0244;0.2097;-0.0148;-0.0033;-0.0024
469;0.7074;0.7000;0.2759;-0.0000;67;62;-0.0434;0.2089;-0.0136;-0.0033;-0.0024
470;0.7074;0.7000;0.2414;-0.0000;67;62;-0.0412;0.2086;-0.0131;-0.0035;-0.0024
471;0.7037;0.7000;0.1379;-0.0000;71;67;-0.0196;0.2082;-0.0074;-0.0035;-0.0024
472;0.7037;0.7000;0.0690;-0.0000;67;65;-0.0324;0.2078;-0.0048;-0.0035;-0.0024
473;0.7037;0.7000;-0.0000;-0.0000;65;64;-0.0361;0.2075;-0.0011;-0.0035;-0.0024
474;0.7037;0.7000;0.0690;-0.0000;67;64;-0.0361;0.2071;-0.0038;-0.0035;-0.0024
475;0.7074;0.7000;0.0690;-0.0000;64;60;-0.0544;0.2064;-0.0050;-0.0038;-0.0024
476;0.7074;0.7000;0.1034;-0.0000;64;60;-0.0515;0.2056;-0.0067;-0.0038;-0.0024
477;0.7074;0.7000;0.1379;-0.0000;65;62;-0.0445;0.2053;-0.0070;-0.0038;-0.0024
478;0.7037;0.7000;0.1379;-0.0000;69;65;-0.0222;0.2049;-0.0077;-0.0038;-0.0024
479;0.7000;0.7000;0.2069;-0.0000;73;67;-0.0064;0.2049;-0.0106;-0.0040;-0.0024
480;0.6963;0.7000;0.2414;-0.0000;77;71;0.0108;0.2049;-0.0118;-0.0040;-0.0024
481;0.6963;0.7000;0.1724;-0.0000;77;71;0.0082;0.2053;-0.0096;-0.0043;-0.0024
482;0.7000;0.7000;0.1034;-0.0000;73;67;-0.0119;0.2049;-0.0067;-0.0043;-0.0024
483;0.7000;0.7000;0.0345;-0.0000;71;67;-0.0123;0.2049;-0.0033;-0.0043;-0.0024
484;0.7000;0.7000;-0.0000;-0.0000;69;67;-0.0170;0.2045;-0.0016;-0.0043;-0.0024
485;0.7037;0.7000;0.0690;-0.0000;67;62;-0.0368;0.2042;-0.0045;-0.0043;-0.0024
486;0.7037;0.7000;0.1034;-0.0000;67;62;-0.0353;0.2038;-0.0065;-0.0043;-0.0024
487;0.7074;0.7000;0.1724;-0.0000;65;58;-0.0529;0.2031;-0.0092;-0.0045;-0.0024
488;0.7037;0.7000;0.1379;-0.0000;69;62;-0.0306;0.2027;-0.0077;-0.0045;-0.0024
489;0.6963;0.7000;0.1034;-0.0000;77;71;0.0097;0.2031;-0.0062;-0.0045;-0.0024
490;0.6889;0.7000;-0.0690;-0.0000;81;81;0.0456;0.2034;0.0028;-0.0045;-0.0024
491;0.6926;0.7000;-0.1034;-0.0000;77;75;0.0196;0.2038;0.0033;-0.0045;-0.0024
492;0.6926;0.7000;-0.0000;-0.0000;81;77;0.0350;0.2042;-0.0016;-0.0045;-0.0024
493;0.6926;0.7000;-0.0000;-0.0000;79;77;0.0295;0.2045;-0.0006;-0.0045;-0.0024
494;0.6926;0.7000;-0.0000;-0.0000;79;75;0.0244;0.2049;-0.0004;-0.0045;-0.0024
495;0.6963;0.6963;-0.0000;-0.0000;71;67;-0.0093;0.2045;-0.0011;-0.0045;-0.0024
496;0.6963;0.6926;0.1379;-0.0000;71;65;-0.0181;0.2045;-0.0072;-0.0045;-0.0024
497;0.6926;0.6926;-0.0000;-0.0000;71;67;-0.0108;0.2042;-0.0006;-0.0045;-0.0024
498;0.6963;0.6889;-0.0000;-0.0000;67;64;-0.0284;0.2042;-0.0004;-0.0045;-0.0024
499;0.6926;0.6889;-0.0690;-0.0000;67;65;-0.0218;0.2038;0.0028;-0.0045;-0.0024
500;0.6889;0.6852;-0.1034;-0.0000;69;67;-0.0174;0.2034;0.0040;-0.0045;-0.0024
501;0.6852;0.6852;-0.0690;-0.0000;69;67;-0.0123;0.2034;0.0018;-0.0045;-0.0024
502;0.6852;0.6815;-0.1034;-0.0000;69;67;-0.0123;0.2031;0.0043;-0.0045;-0.0024
503;0.6852;0.6815;-0.0690;-0.0000;65;64;-0.0309;0.2027;0.0021;-0.0045;-0.0024
504;0.6852;0.6778;-0.0000;-0.0000;67;64;-0.0302;0.2023;-0.0016;-0.0045;-0.0024
