Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 10 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
160,37,502,692,6,341
160,38,502,692,6,341
160,39,502,692,6,341
160,40,502,692,6,340
160,41,502,692,6,341
160,42,502,692,6,340
160,43,502,692,6,340
160,44,502,692,6,341
160,45,502,692,6,340
160,46,502,692,6,341
160,47,502,692,6,341
160,48,503,694,6,341
160,49,503,693,6,341
160,50,503,693,6,341
--- 160 mm Summary | Avg: L=502 FL=691 FR=11 R=340 ---

>>> Place micromouse at 170 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 170 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
170,1,438,635,67,343
170,2,439,635,56,342
170,3,437,633,51,342
170,4,437,633,42,342
170,5,437,633,33,342
170,6,436,632,29,341
170,7,436,632,19,341
170,8,436,632,10,341
170,9,437,632,8,341
170,10,436,631,7,341
170,11,436,632,7,341
170,12,436,631,6,341
170,13,436,631,7,341
170,14,436,632,7,341
170,15,436,631,6,341
170,16,436,631,6,341
170,17,437,632,6,342
170,18,436,631,6,341
170,19,436,631,6,341
170,20,437,632,6,341
170,21,436,631,6,341
170,22,436,631,6,341
170,23,437,632,6,342
170,24,437,633,7,342
170,25,436,632,6,341
170,26,437,633,7,342
170,27,437,633,7,342
170,28,437,633,7,342
170,29,438,633,7,342
170,30,437,633,7,342
170,31,437,632,6,342
170,32,437,633,7,342
170,33,438,633,7,342
170,34,437,633,7,342
170,35,438,633,7,342
170,36,437,633,7,342
170,37,437,632,6,342
