Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFFPWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF;RawAngVel
general_params = {
fan_speed = 0.000000,
angular_kp = 0.042000,
angular_ki = 0.000210,
angular_kd = 0.050000,
angular_acc_feed_forward_k = 0.000400,
angular_vel_feed_forward_k = 0.004000,
linear_vel_acc_feed_forward_k = 0.031250,
linear_vel_brake_feed_forward_k = 0.018000,
linear_vel_feed_forward_k = 0.105000,
linear_jerk_ff_k = 0.000000,
linear_jerk_ff_ms = 0.000000,
angular_jerk_ff_k = 0.000000,
angular_jerk_ff_ms = 0.000000,
wall_kp = 0.000000,
wall_ki = 0.000000,
wall_kd = 0.000000,
linear_vel_kp = 2.500000,
linear_vel_ki = 0.010000,
linear_vel_kd = 25.000000,
diagonal_walls_kp = 0.000000,
diagonal_walls_ki = 0.000000,
diagonal_walls_kd = 0.000000,
start_wall_break_mm_left = 5.500000,
start_wall_break_mm_right = 7.200000,
enable_wall_break_correction = 1.000000,
};
t;Vel;TgtVel;AngVel;TgtAngVel;PWM_L;PWM_R;ImuDiff;VelP;VelI;AngP;AngI;RotFF;LinFF;RawAngVel
1128.0;0.5568;0.5600;-0.2150;0.0000;54;50;0.0842;0.0076;0.0003;0.0088;-0.0156;0.0000;0.1181;-0.2240
1128.5;0.5549;0.5586;-0.2285;0.0000;54;50;-0.0720;0.0076;0.0003;0.0088;-0.0156;0.0000;0.1260;-0.2825
1129.0;0.5527;0.5568;-0.2435;0.0000;54;52;0.0867;0.0091;0.0003;0.0098;-0.0156;0.0000;0.1260;-0.3045
1129.5;0.5504;0.5549;-0.2780;0.0000;54;52;0.0085;0.0120;0.0003;0.0108;-0.0156;0.0000;0.1260;-0.4145
1130.0;0.5481;0.5536;-0.2805;0.0000;56;52;-0.0696;0.0120;0.0003;0.0117;-0.0156;0.0000;0.1260;-0.2920
1130.5;0.5458;0.5517;-0.2840;0.0000;56;52;-0.0696;0.0135;0.0003;0.0117;-0.0156;0.0000;0.1260;-0.2970
1131.0;0.5435;0.5504;-0.2635;0.0000;56;54;-0.0696;0.0164;0.0003;0.0108;-0.0156;0.0000;0.1260;-0.1825
1131.5;0.5408;0.5485;-0.2590;0.0000;58;54;0.0085;0.0193;0.0003;0.0108;-0.0156;0.0000;0.1260;-0.2410
1132.0;0.5389;0.5472;-0.2615;0.0000;58;54;0.0085;0.0193;0.0003;0.0108;-0.0156;0.0000;0.1260;-0.2700
1132.5;0.5375;0.5453;-0.2560;0.0000;58;54;-0.0696;0.0193;0.0018;0.0098;-0.0156;0.0000;0.1260;-0.2335
1133.0;0.5357;0.5440;-0.2440;0.0000;58;54;0.0061;0.0208;0.0018;0.0098;-0.0156;0.0000;0.1260;-0.1970
1133.5;0.5339;0.5426;-0.2270;0.0000;58;54;-0.0720;0.0208;0.0018;0.0088;-0.0156;0.0000;0.1339;-0.1580
1134.0;0.5316;0.5412;-0.2245;0.0000;60;54;-0.0720;0.0237;0.0018;0.0088;-0.0156;0.0000;0.1339;-0.2165
1134.5;0.5288;0.5398;-0.2280;0.0000;60;56;0.0061;0.0252;0.0018;0.0088;-0.0156;0.0000;0.1339;-0.2410
1135.0;0.5266;0.5385;-0.2485;0.0000;60;58;0.0085;0.0296;0.0018;0.0098;-0.0156;0.0000;0.1339;-0.3315
1135.5;0.5243;0.5371;-0.2450;0.0000;62;58;-0.0720;0.0311;0.0018;0.0098;-0.0156;0.0000;0.1339;-0.2310
1136.0;0.5224;0.5357;-0.2650;0.0000;62;58;0.0085;0.0325;0.0018;0.0108;-0.0156;0.0000;0.1339;-0.3435
1136.5;0.5206;0.5343;-0.2580;0.0000;62;58;-0.0696;0.0340;0.0018;0.0108;-0.0156;0.0000;0.1339;-0.2310
1137.0;0.5192;0.5330;-0.2630;0.0000;62;58;0.0867;0.0340;0.0018;0.0108;-0.0147;0.0000;0.1339;-0.2825
1137.5;0.5183;0.5316;-0.2670;0.0000;62;58;-0.0696;0.0325;0.0018;0.0108;-0.0147;0.0000;0.1339;-0.2825
1138.0;0.5174;0.5302;-0.2675;0.0000;62;58;-0.0696;0.0311;0.0018;0.0108;-0.0147;0.0000;0.1339;-0.2700
1138.5;0.5160;0.5293;-0.2515;0.0000;60;58;0.0085;0.0325;0.0018;0.0098;-0.0147;0.0000;0.1339;-0.1870
1139.0;0.5151;0.5279;-0.2270;0.0000;62;56;-0.0720;0.0311;0.0032;0.0088;-0.0147;0.0000;0.1417;-0.1285
1139.5;0.5137;0.5270;-0.2315;0.0000;62;56;0.0061;0.0325;0.0032;0.0088;-0.0147;0.0000;0.1417;-0.2505
1140.0;0.5119;0.5256;-0.2170;0.0000;62;58;0.0061;0.0340;0.0032;0.0088;-0.0147;0.0000;0.1417;-0.1580
1140.5;0.5110;0.5247;-0.2215;0.0000;62;58;-0.0720;0.0340;0.0032;0.0088;-0.0147;0.0000;0.1417;-0.2410
1141.0;0.5101;0.5234;-0.2125;0.0000;62;58;0.0842;0.0325;0.0032;0.0088;-0.0147;0.0000;0.1417;-0.1750
1141.5;0.5096;0.5224;-0.1915;0.0000;62;56;-0.0720;0.0311;0.0032;0.0078;-0.0147;0.0000;0.1417;-0.1090
1142.0;0.5087;0.5215;-0.1565;0.0000;62;56;-0.0745;0.0311;0.0032;0.0059;-0.0147;0.0000;0.1417;-0.0160
1142.5;0.5073;0.5201;-0.1310;0.0000;62;56;0.0037;0.0325;0.0032;0.0049;-0.0147;0.0000;0.1417;-0.0285
1143.0;0.5055;0.5192;-0.1345;0.0000;62;58;0.0037;0.0340;0.0032;0.0049;-0.0147;0.0000;0.1417;-0.1480
1143.5;0.5037;0.5183;-0.1085;0.0000;64;58;-0.0745;0.0355;0.0032;0.0039;-0.0147;0.0000;0.1417;-0.0065
1144.0;0.5023;0.5174;-0.1060;0.0000;64;60;0.0012;0.0369;0.0047;0.0039;-0.0147;0.0000;0.1496;-0.0945
1144.5;0.5005;0.5165;-0.0760;0.0000;65;60;0.0012;0.0398;0.0047;0.0029;-0.0147;0.0000;0.1496;0.0425
1145.0;0.5000;0.5156;-0.0715;0.0000;65;60;0.0012;0.0384;0.0047;0.0029;-0.0147;0.0000;0.1496;-0.0530
1145.5;0.4986;0.5147;-0.0605;0.0000;65;60;-0.0769;0.0398;0.0047;0.0020;-0.0147;0.0000;0.1496;-0.0160
1146.0;0.4977;0.5137;-0.0770;0.0000;65;60;0.0794;0.0398;0.0047;0.0029;-0.0147;0.0000;0.1496;-0.1430
1146.5;0.4968;0.5128;-0.0940;0.0000;65;60;0.0012;0.0398;0.0047;0.0039;-0.0147;0.0000;0.1496;-0.1625
1147.0;0.4954;0.5124;-0.1095;0.0000;65;62;0.0037;0.0413;0.0047;0.0039;-0.0147;0.0000;0.1496;-0.1700
1147.5;0.4950;0.5114;-0.1320;0.0000;65;62;-0.0745;0.0398;0.0047;0.0049;-0.0147;0.0000;0.1496;-0.2240
1148.0;0.4940;0.5105;-0.1545;0.0000;65;62;0.0037;0.0413;0.0047;0.0059;-0.0147;0.0000;0.1496;-0.2435
1148.5;0.4931;0.5101;-0.1910;0.0000;65;62;0.0061;0.0413;0.0062;0.0078;-0.0147;0.0000;0.1496;-0.3360
1149.0;0.4918;0.5092;-0.2160;0.0000;65;62;0.0061;0.0428;0.0062;0.0088;-0.0147;0.0000;0.1575;-0.3165
1149.5;0.4908;0.5087;-0.2515;0.0000;65;64;0.0085;0.0442;0.0062;0.0098;-0.0147;0.0000;0.1575;-0.3925
1150.0;0.4895;0.5078;-0.2500;0.0000;65;64;0.0085;0.0457;0.0062;0.0098;-0.0147;0.0000;0.1575;-0.2460
1150.5;0.4890;0.5073;-0.2525;0.0000;65;64;-0.0696;0.0442;0.0062;0.0098;-0.0137;0.0000;0.1575;-0.2630
1151.0;0.4886;0.5069;-0.2455;0.0000;67;64;0.0085;0.0457;0.0062;0.0098;-0.0137;0.0000;0.1575;-0.2165
1151.5;0.4881;0.5060;-0.2530;0.0000;65;64;0.0867;0.0442;0.0062;0.0098;-0.0137;0.0000;0.1575;-0.2825
1152.0;0.4886;0.5055;-0.2510;0.0000;65;64;-0.0696;0.0413;0.0062;0.0098;-0.0137;0.0000;0.1575;-0.2435
1152.5;0.4881;0.5050;-0.2350;0.0000;65;64;0.0061;0.0413;0.0062;0.0098;-0.0137;0.0000;0.1575;-0.1700
1153.0;0.4886;0.5046;-0.2400;0.0000;65;62;-0.0720;0.0398;0.0076;0.0098;-0.0137;0.0000;0.1575;-0.2605
1153.5;0.4886;0.5041;-0.2325;0.0000;64;62;0.0061;0.0384;0.0076;0.0088;-0.0137;0.0000;0.1654;-0.2020
1154.0;0.4886;0.5037;-0.2370;0.0000;64;62;-0.0720;0.0369;0.0076;0.0098;-0.0137;0.0000;0.1654;-0.2555
1154.5;0.4886;0.5032;-0.2155;0.0000;64;62;0.0061;0.0355;0.0076;0.0088;-0.0137;0.0000;0.1654;-0.1285
1155.0;0.4881;0.5027;-0.2285;0.0000;64;62;0.0061;0.0355;0.0076;0.0088;-0.0137;0.0000;0.1654;-0.2825
1155.5;0.4876;0.5023;-0.2125;0.0000;65;62;0.0061;0.0355;0.0076;0.0088;-0.0137;0.0000;0.1654;-0.1480
1156.0;0.4876;0.5018;-0.2095;0.0000;65;62;-0.0720;0.0355;0.0076;0.0078;-0.0137;0.0000;0.1654;-0.1970
1156.5;0.4876;0.5018;-0.1975;0.0000;65;62;0.0061;0.0340;0.0076;0.0078;-0.0137;0.0000;0.1654;-0.1505
1157.0;0.4872;0.5014;-0.1915;0.0000;65;62;0.0061;0.0355;0.0076;0.0078;-0.0137;0.0000;0.1654;-0.1675
1157.5;0.4867;0.5014;-0.1835;0.0000;65;62;0.0061;0.0355;0.0076;0.0068;-0.0137;0.0000;0.1654;-0.1505
1158.0;0.4853;0.5009;-0.1545;0.0000;67;64;-0.0745;0.0384;0.0091;0.0059;-0.0137;0.0000;0.1732;-0.0380
1158.5;0.4853;0.5005;-0.1455;0.0000;67;64;0.0037;0.0369;0.0091;0.0059;-0.0137;0.0000;0.1732;-0.1090
1159.0;0.4858;0.5005;-0.1285;0.0000;67;64;0.0037;0.0369;0.0091;0.0049;-0.0137;0.0000;0.1732;-0.0625
1159.5;0.4853;0.5005;-0.1280;0.0000;67;64;-0.0745;0.0369;0.0091;0.0049;-0.0137;0.0000;0.1732;-0.1260
1160.0;0.4858;0.5000;-0.1230;0.0000;67;64;0.0818;0.0355;0.0091;0.0049;-0.0137;0.0000;0.1732;-0.1015
1160.5;0.4853;0.5000;-0.1340;0.0000;67;64;-0.0745;0.0369;0.0091;0.0049;-0.0137;0.0000;0.1732;-0.1775
1161.0;0.4853;0.5000;-0.1325;0.0000;67;65;0.0037;0.0355;0.0091;0.0049;-0.0137;0.0000;0.1732;-0.1285
1161.5;0.4849;0.5000;-0.1350;0.0000;67;65;0.0037;0.0355;0.0091;0.0049;-0.0137;0.0000;0.1732;-0.1430
1162.0;0.4849;0.5000;-0.1375;0.0000;69;65;0.0037;0.0369;0.0091;0.0049;-0.0137;0.0000;0.1732;-0.1480
1162.5;0.4844;0.5000;-0.1425;0.0000;69;65;0.0037;0.0369;0.0105;0.0059;-0.0137;0.0000;0.1811;-0.1625
1163.0;0.4849;0.5000;-0.1490;0.0000;67;65;0.0818;0.0369;0.0105;0.0059;-0.0127;0.0000;0.1811;-0.1750
1163.5;0.4849;0.5000;-0.1335;0.0000;67;65;-0.0745;0.0369;0.0105;0.0049;-0.0127;0.0000;0.1811;-0.0725
1164.0;0.4849;0.5000;-0.1395;0.0000;67;65;0.0037;0.0369;0.0105;0.0049;-0.0127;0.0000;0.1811;-0.1625
1164.5;0.4853;0.5000;-0.1385;0.0000;69;65;-0.0745;0.0355;0.0105;0.0049;-0.0127;0.0000;0.1811;-0.1335
1165.0;0.4863;0.5000;-0.1405;0.0000;67;65;0.0818;0.0325;0.0105;0.0059;-0.0127;0.0000;0.1811;-0.1505
1165.5;0.4867;0.5000;-0.1485;0.0000;67;64;0.0037;0.0311;0.0105;0.0059;-0.0127;0.0000;0.1811;-0.1800
1166.0;0.4876;0.5000;-0.1635;0.0000;65;64;-0.0745;0.0296;0.0105;0.0068;-0.0127;0.0000;0.1811;-0.2240
1166.5;0.4886;0.5000;-0.1730;0.0000;65;64;0.0842;0.0267;0.0105;0.0068;-0.0127;0.0000;0.1811;-0.2115
1167.0;0.4899;0.5000;-0.1845;0.0000;64;62;-0.0720;0.0237;0.0105;0.0068;-0.0127;0.0000;0.1811;-0.2285
1167.5;0.4908;0.5000;-0.2040;0.0000;64;62;0.0061;0.0223;0.0105;0.0078;-0.0127;0.0000;0.1811;-0.2825
1168.0;0.4918;0.5000;-0.2180;0.0000;64;62;-0.0720;0.0193;0.0105;0.0088;-0.0127;0.0000;0.1811;-0.2750
1168.5;0.4922;0.5000;-0.2505;0.0000;62;62;0.0085;0.0179;0.0105;0.0098;-0.0127;0.0000;0.1811;-0.3800
1169.0;0.4931;0.5000;-0.2660;0.0000;62;62;0.0867;0.0164;0.0120;0.0108;-0.0127;0.0000;0.1811;-0.3290
1169.5;0.4940;0.5000;-0.2700;0.0000;60;60;-0.0696;0.0135;0.0120;0.0108;-0.0127;0.0000;0.1811;-0.2850
1170.0;0.4945;0.5000;-0.2605;0.0000;60;60;0.0085;0.0120;0.0120;0.0108;-0.0127;0.0000;0.1811;-0.2240
1170.5;0.4954;0.5000;-0.2610;0.0000;60;58;-0.0696;0.0105;0.0120;0.0108;-0.0127;0.0000;0.1811;-0.2630
1171.0;0.4959;0.5000;-0.2640;0.0000;60;58;0.0867;0.0091;0.0120;0.0108;-0.0127;0.0000;0.1811;-0.2750
1171.5;0.4959;0.5000;-0.2675;0.0000;60;60;0.0085;0.0091;0.0120;0.0108;-0.0127;0.0000;0.1811;-0.2825
1172.0;0.4963;0.5000;-0.2730;0.0000;60;60;-0.0696;0.0076;0.0120;0.0108;-0.0127;0.0000;0.1811;-0.2945
1172.5;0.4963;0.5000;-0.2670;0.0000;62;60;0.0085;0.0076;0.0120;0.0108;-0.0127;0.0000;0.1811;-0.2435
1173.0;0.4977;0.5000;-0.2765;0.0000;60;58;0.0085;0.0047;0.0120;0.0108;-0.0127;0.0000;0.1811;-0.3140
1173.5;0.4982;0.5000;-0.2795;0.0000;60;58;0.0085;0.0032;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.2920
1174.0;0.4991;0.5000;-0.2835;0.0000;58;58;-0.0696;0.0003;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.2995
1174.5;0.4995;0.5000;-0.2865;0.0000;58;58;0.0085;0.0003;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.2970
1175.0;0.4995;0.5000;-0.2875;0.0000;58;58;0.0085;0.0003;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.2920
1175.5;0.5000;0.5000;-0.2905;0.0000;60;58;-0.0696;-0.0012;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.3020
1176.0;0.5005;0.5000;-0.2925;0.0000;58;58;0.0867;-0.0026;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.3020
1176.5;0.5009;0.5000;-0.2985;0.0000;58;58;0.0085;-0.0041;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.3215
1177.0;0.5014;0.5000;-0.2965;0.0000;58;58;-0.0696;-0.0056;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.2875
1177.5;0.5014;0.5000;-0.2975;0.0000;58;58;0.0085;-0.0056;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.3020
1178.0;0.5014;0.5000;-0.2970;0.0000;58;58;0.0085;-0.0041;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.2945
1178.5;0.5018;0.5000;-0.3045;0.0000;58;58;-0.0696;-0.0056;0.0120;0.0127;-0.0117;0.0000;0.1811;-0.3360
1179.0;0.5018;0.5000;-0.3095;0.0000;58;58;0.0085;-0.0056;0.0120;0.0127;-0.0117;0.0000;0.1811;-0.3290
1179.5;0.5014;0.5000;-0.3130;0.0000;60;58;0.0085;-0.0041;0.0120;0.0127;-0.0117;0.0000;0.1811;-0.3265
1180.0;0.5009;0.5000;-0.3085;0.0000;60;60;0.0085;-0.0041;0.0120;0.0127;-0.0117;0.0000;0.1811;-0.2900
1180.5;0.5009;0.5000;-0.2870;0.0000;60;60;-0.0696;-0.0041;0.0120;0.0117;-0.0117;0.0000;0.1811;-0.2020
1181.0;0.5005;0.5000;-0.2730;0.0000;60;60;0.0085;-0.0026;0.0120;0.0108;-0.0117;0.0000;0.1811;-0.2165
1181.5;0.5005;0.5000;-0.2555;0.0000;62;60;0.0085;-0.0012;0.0120;0.0098;-0.0108;0.0000;0.1811;-0.1845
1182.0;0.5005;0.5000;-0.2300;0.0000;62;60;-0.0720;-0.0026;0.0120;0.0088;-0.0108;0.0000;0.1811;-0.1285
1182.5;0.5000;0.5000;-0.2065;0.0000;62;60;0.0061;-0.0012;0.0120;0.0078;-0.0108;0.0000;0.1811;-0.1140
1183.0;0.5000;0.5000;-0.1950;0.0000;62;60;0.0061;-0.0012;0.0120;0.0078;-0.0108;0.0000;0.1811;-0.1480
1183.5;0.4995;0.5000;-0.1840;0.0000;62;60;0.0061;0.0003;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.1405
1184.0;0.4986;0.5000;-0.1880;0.0000;64;60;-0.0720;0.0018;0.0120;0.0078;-0.0108;0.0000;0.1811;-0.2045
1184.5;0.4982;0.5000;-0.1870;0.0000;64;62;0.0061;0.0032;0.0120;0.0078;-0.0108;0.0000;0.1811;-0.1825
1185.0;0.4973;0.5000;-0.1875;0.0000;64;62;0.0061;0.0047;0.0120;0.0078;-0.0108;0.0000;0.1811;-0.1895
1185.5;0.4968;0.5000;-0.1840;0.0000;64;62;0.0061;0.0076;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.1700
1186.0;0.4968;0.5000;-0.1790;0.0000;65;62;-0.0720;0.0076;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.1580
1186.5;0.4973;0.5000;-0.1800;0.0000;64;62;0.0842;0.0062;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.1845
1187.0;0.4977;0.5000;-0.1765;0.0000;64;62;-0.0745;0.0047;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.1625
1187.5;0.4982;0.5000;-0.1780;0.0000;62;60;0.0061;0.0032;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.1845
1188.0;0.4986;0.5000;-0.1685;0.0000;62;60;0.0818;0.0018;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.1310
1188.5;0.4991;0.5000;-0.1650;0.0000;62;60;-0.0745;0.0018;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.1505
1189.0;0.4986;0.5000;-0.1600;0.0000;62;60;0.0037;0.0018;0.0120;0.0059;-0.0108;0.0000;0.1811;-0.1405
1189.5;0.4986;0.5000;-0.1635;0.0000;62;60;0.0037;0.0032;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.1775
1190.0;0.4977;0.5000;-0.1665;0.0000;62;62;0.0818;0.0047;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.1775
1190.5;0.4973;0.5000;-0.1755;0.0000;64;62;-0.0745;0.0062;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.2115
1191.0;0.4968;0.5000;-0.1820;0.0000;64;62;0.0061;0.0076;0.0120;0.0068;-0.0108;0.0000;0.1811;-0.2090
1191.5;0.4959;0.5000;-0.1960;0.0000;64;64;0.0061;0.0091;0.0120;0.0078;-0.0108;0.0000;0.1811;-0.2505
1192.0;0.4968;0.5000;-0.2105;0.0000;64;62;0.0061;0.0076;0.0120;0.0088;-0.0108;0.0000;0.1811;-0.2680
1192.5;0.4968;0.5000;-0.2060;0.0000;62;62;0.0061;0.0062;0.0120;0.0078;-0.0108;0.0000;0.1811;-0.1895
1193.0;0.4968;0.5000;-0.2095;0.0000;62;62;0.0061;0.0062;0.0120;0.0078;-0.0108;0.0000;0.1811;-0.2240
1193.5;0.4968;0.5000;-0.2025;0.0000;62;62;0.0061;0.0076;0.0120;0.0078;-0.0108;0.0000;0.1811;-0.1750
1194.0;0.4963;0.5000;-0.1945;0.0000;64;62;0.0061;0.0076;0.0120;0.0078;-0.0098;0.0000;0.1811;-0.1625
1194.5;0.4959;0.5000;-0.1805;0.0000;64;62;0.0061;0.0091;0.0120;0.0068;-0.0098;0.0000;0.1811;-0.1235
1195.0;0.4959;0.5000;-0.1635;0.0000;64;64;0.0818;0.0091;0.0120;0.0068;-0.0098;0.0000;0.1811;-0.0945
1195.5;0.4954;0.5000;-0.1675;0.0000;64;64;0.0037;0.0091;0.0120;0.0068;-0.0098;0.0000;0.1811;-0.1845
1196.0;0.4959;0.5000;-0.1560;0.0000;64;64;0.0818;0.0091;0.0120;0.0059;-0.0098;0.0000;0.1811;-0.1090
1196.5;0.4959;0.5000;-0.1660;0.0000;64;62;0.0037;0.0091;0.0120;0.0068;-0.0098;0.0000;0.1811;-0.2065
1197.0;0.4959;0.5000;-0.1685;0.0000;64;64;0.0037;0.0091;0.0120;0.0068;-0.0098;0.0000;0.1811;-0.1775
1197.5;0.4968;0.5000;-0.1740;0.0000;62;62;0.0037;0.0062;0.0120;0.0068;-0.0098;0.0000;0.1811;-0.1970
1198.0;0.4973;0.5000;-0.1540;0.0000;62;62;0.0037;0.0062;0.0120;0.0059;-0.0098;0.0000;0.1811;-0.0750
1198.5;0.4973;0.5000;-0.1450;0.0000;62;60;0.0037;0.0062;0.0120;0.0059;-0.0098;0.0000;0.1811;-0.1090
1199.0;0.4986;0.5000;-0.1365;0.0000;60;60;0.0037;0.0018;0.0120;0.0049;-0.0098;0.0000;0.1811;-0.1015
1199.5;0.4991;0.5000;-0.1350;0.0000;60;60;0.0037;0.0003;0.0120;0.0049;-0.0098;0.0000;0.1811;-0.1285
1200.0;0.4991;0.5000;-0.1320;0.0000;60;60;0.0037;0.0003;0.0120;0.0049;-0.0098;0.0000;0.1811;-0.1210
1200.5;0.4995;0.5000;-0.1195;0.0000;60;60;0.0818;-0.0012;0.0120;0.0049;-0.0098;0.0000;0.1811;-0.0700
1201.0;0.5000;0.5000;-0.1205;0.0000;60;58;0.0037;-0.0012;0.0120;0.0049;-0.0098;0.0000;0.1811;-0.1235
1201.5;0.4995;0.5000;-0.1120;0.0000;60;60;0.0037;0.0003;0.0120;0.0039;-0.0098;0.0000;0.1811;-0.0770
1202.0;0.4991;0.5000;-0.1140;0.0000;60;60;-0.0012;0.0003;0.0120;0.0039;-0.0098;0.0000;0.1811;-0.1235
1202.5;0.4995;0.5000;-0.1110;0.0000;62;60;-0.0745;0.0003;0.0120;0.0039;-0.0098;0.0000;0.1811;-0.0990
1203.0;0.5000;0.5000;-0.1005;0.0000;60;60;0.0794;-0.0012;0.0120;0.0039;-0.0098;0.0000;0.1811;-0.0575
1203.5;0.5000;0.5000;-0.0945;0.0000;60;60;0.0012;-0.0012;0.0120;0.0039;-0.0098;0.0000;0.1811;-0.0700
1204.0;0.5009;0.5000;-0.0925;0.0000;60;58;0.0012;-0.0041;0.0120;0.0029;-0.0098;0.0000;0.1811;-0.0845
1204.5;0.5014;0.5000;-0.0880;0.0000;60;58;0.0012;-0.0056;0.0120;0.0029;-0.0098;0.0000;0.1811;-0.0700
1205.0;0.5018;0.5000;-0.0795;0.0000;60;58;0.0012;-0.0056;0.0120;0.0029;-0.0098;0.0000;0.1811;-0.0455
1205.5;0.5018;0.5000;-0.0815;0.0000;58;58;0.0794;-0.0070;0.0120;0.0029;-0.0098;0.0000;0.1811;-0.0895
1206.0;0.5023;0.5000;-0.0695;0.0000;60;58;0.0012;-0.0070;0.0120;0.0020;-0.0098;0.0000;0.1811;-0.0210
1206.5;0.5027;0.5000;-0.0585;0.0000;60;56;-0.0769;-0.0085;0.0120;0.0020;-0.0098;0.0000;0.1811;-0.0160
1207.0;0.5032;0.5000;-0.0570;0.0000;58;56;0.0794;-0.0100;0.0120;0.0020;-0.0098;0.0000;0.1811;-0.0505
1207.5;0.5037;0.5000;-0.0545;0.0000;58;56;0.0012;-0.0100;0.0120;0.0020;-0.0098;0.0000;0.1811;-0.0455
1208.0;0.5037;0.5000;-0.0510;0.0000;58;56;0.0794;-0.0100;0.0120;0.0020;-0.0098;0.0000;0.1811;-0.0355
1208.5;0.5032;0.5000;-0.0385;0.0000;60;56;0.0012;-0.0085;0.0120;0.0010;-0.0098;0.0000;0.1811;0.0110
1209.0;0.5023;0.5000;-0.0285;0.0000;60;58;-0.0012;-0.0070;0.0120;0.0010;-0.0098;0.0000;0.1811;0.0110
1209.5;0.5018;0.5000;-0.0255;0.0000;62;58;0.0769;-0.0056;0.0120;0.0010;-0.0098;0.0000;0.1811;-0.0135
1210.0;0.5018;0.5000;-0.0385;0.0000;62;58;-0.0769;-0.0056;0.0120;0.0010;-0.0098;0.0000;0.1811;-0.0895
1210.5;0.5014;0.5000;-0.0305;0.0000;62;58;-0.0012;-0.0056;0.0120;0.0010;-0.0098;0.0000;0.1811;0.0010
1211.0;0.5018;0.5000;-0.0285;0.0000;62;58;0.0769;-0.0056;0.0120;0.0010;-0.0098;0.0000;0.1811;-0.0210
1211.5;0.5014;0.5000;-0.0155;0.0000;62;58;-0.0012;-0.0056;0.0120;-0.0000;-0.0098;0.0000;0.1811;0.0375
1212.0;0.5014;0.5000;-0.0035;0.0000;62;58;-0.0012;-0.0041;0.0120;-0.0000;-0.0098;0.0000;0.1811;0.0450
1212.5;0.5023;0.5000;0.0015;0.0000;62;58;-0.0012;-0.0070;0.0120;-0.0010;-0.0098;0.0000;0.1811;0.0205
1213.0;0.5023;0.5000;0.0005;0.0000;60;58;-0.0012;-0.0070;0.0120;-0.0010;-0.0098;0.0000;0.1811;-0.0040
1213.5;0.5023;0.5000;0.0060;0.0000;60;58;-0.0012;-0.0070;0.0120;-0.0010;-0.0098;0.0000;0.1811;0.0280
1214.0;0.5027;0.5000;0.0130;0.0000;60;58;0.0769;-0.0085;0.0120;-0.0010;-0.0098;0.0000;0.1811;0.0425
1214.5;0.5027;0.5000;0.0125;0.0000;60;58;-0.0012;-0.0085;0.0120;-0.0010;-0.0098;0.0000;0.1811;0.0110
1215.0;0.5032;0.5000;0.0150;0.0000;60;56;-0.0012;-0.0085;0.0120;-0.0010;-0.0098;0.0000;0.1811;0.0230
1215.5;0.5032;0.5000;0.0120;0.0000;60;56;-0.0012;-0.0085;0.0120;-0.0010;-0.0098;0.0000;0.1811;0.0010
1216.0;0.5027;0.5000;0.0195;0.0000;60;56;-0.0012;-0.0085;0.0120;-0.0010;-0.0098;0.0000;0.1811;0.0500
1216.5;0.5023;0.5000;0.0260;0.0000;62;58;-0.0012;-0.0070;0.0120;-0.0020;-0.0098;0.0000;0.1811;0.0525
1217.0;0.5018;0.5000;0.0375;0.0000;62;58;-0.0037;-0.0056;0.0120;-0.0020;-0.0098;0.0000;0.1811;0.0840
1217.5;0.5009;0.5000;0.0460;0.0000;64;58;-0.0818;-0.0041;0.0120;-0.0020;-0.0098;0.0000;0.1811;0.0790
1218.0;0.5005;0.5000;0.0575;0.0000;64;58;0.0745;-0.0026;0.0120;-0.0029;-0.0098;0.0000;0.1811;0.1035
1218.5;0.5005;0.5000;0.0655;0.0000;64;60;-0.0037;-0.0026;0.0120;-0.0029;-0.0098;0.0000;0.1811;0.0965
1219.0;0.5000;0.5000;0.0730;0.0000;64;60;-0.0037;-0.0012;0.0120;-0.0039;-0.0098;0.0000;0.1811;0.1035
